Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg), activity
2.2201984,0.302143,0.882023,0.391712,1.011283,67.210815,71.090759,pass
2.2301407,0.302753,0.878362,0.393664,1.009035,67.036812,70.982002,pass
2.2402453,0.301045,0.876044,0.393664,1.006505,66.975777,71.035172,pass
2.2501202,0.299946,0.878850,0.388173,1.006491,67.314674,71.155525,pass
2.2600467,0.296530,0.883365,0.384878,1.008164,67.557167,71.444038,pass
2.2700233,0.294699,0.883243,0.383658,1.007055,67.606201,71.548431,pass
2.2800374,0.296530,0.885806,0.386221,1.010816,67.536919,71.491676,pass
2.2906253,0.296286,0.886050,0.387929,1.011612,67.450829,71.510620,pass
2.3006318,0.297262,0.881413,0.386343,1.007231,67.445061,71.363014,pass
2.3103859,0.298970,0.878240,0.387807,1.005526,67.314308,71.200417,pass
2.3201604,0.302753,0.877996,0.389393,1.007057,67.252876,70.974640,pass
2.3300858,0.303973,0.876776,0.390980,1.006976,67.153030,70.878853,pass
2.3400035,0.306170,0.875799,0.391346,1.006934,67.129425,70.730934,pass
2.3505957,0.310075,0.880192,0.393054,1.012609,67.159943,70.593628,pass
2.3602345,0.308366,0.887636,0.391956,1.018144,67.358055,70.842690,pass
2.3706143,0.299092,0.889711,0.386099,1.014945,67.640717,71.419014,pass
2.3803308,0.290794,0.886904,0.382926,1.008857,67.693321,71.846947,pass
2.3905799,0.288354,0.882023,0.382682,1.003772,67.589249,71.896240,pass
2.4002633,0.289696,0.875555,0.382560,0.998435,67.470490,71.692116,pass
2.4100895,0.295553,0.876044,0.382682,1.000624,67.514915,71.357002,pass
2.4206612,0.304217,0.879826,0.384878,1.007360,67.538269,70.926163,pass
2.4304001,0.313248,0.883365,0.389637,1.015025,67.426407,70.475136,pass
2.4401839,0.317030,0.882511,0.392566,1.016584,67.284096,70.239845,pass
2.4501216,0.312881,0.879948,0.394397,1.013781,67.105522,70.426247,pass
2.4607449,0.308000,0.878362,0.397569,1.012149,66.871338,70.676628,pass
2.4705830,0.304950,0.881291,0.397325,1.013674,66.923149,70.913048,pass
2.4802537,0.304339,0.879216,0.392444,1.009780,67.129906,70.906784,pass
2.4901173,0.303973,0.876044,0.387563,1.005016,67.317230,70.864029,pass
2.5001538,0.302265,0.874701,0.386221,1.002812,67.347733,70.936714,pass
2.5100510,0.299214,0.876410,0.384268,1.002639,67.464439,71.149628,pass
2.5202749,0.296286,0.876166,0.383292,1.001181,67.490311,71.316437,pass
2.5302188,0.294943,0.875311,0.383536,1.000131,67.450226,71.378342,pass
2.5402575,0.295309,0.874945,0.387807,1.001564,67.219528,71.349564,pass
2.5509882,0.292747,0.879216,0.388051,1.004642,67.278137,71.584137,pass
2.5605164,0.294821,0.882145,0.391956,1.009321,67.148979,71.519882,pass
2.5705831,0.299092,0.883609,0.394397,1.012803,67.082153,71.299599,pass
2.5802915,0.305560,0.882633,0.397447,1.015072,66.949287,70.904602,pass
2.5901845,0.312393,0.883121,0.401474,1.019154,66.800804,70.519394,pass
2.6000726,0.313125,0.883853,0.404403,1.021169,66.670425,70.492134,pass
2.6103628,0.309709,0.883243,0.404281,1.019549,66.638634,70.676819,pass
2.6201708,0.301045,0.883487,0.399400,1.015233,66.833336,71.183670,pass
2.6301754,0.294699,0.883121,0.393908,1.010898,67.066536,71.546051,pass
2.6404138,0.292381,0.882023,0.391834,1.008457,67.135811,71.660225,pass
2.6501570,0.293113,0.882389,0.392566,1.009274,67.110260,71.624496,pass
2.6601017,0.295919,0.884097,0.393542,1.011964,67.114586,71.493904,pass
2.6699505,0.297384,0.884341,0.396959,1.013939,66.952026,71.413391,pass
2.6799932,0.298604,0.885074,0.402572,1.017145,66.684959,71.356758,pass
2.6899991,0.300190,0.881535,0.407698,1.016580,66.356277,71.194672,pass
2.7004430,0.304461,0.877996,0.415996,1.018148,65.884300,70.875061,pass
2.7105625,0.305926,0.874335,0.426856,1.019931,65.259140,70.715294,pass
2.7204773,0.305316,0.875311,0.438571,1.025540,64.681564,70.770821,pass
2.7302108,0.299946,0.878728,0.439913,1.027450,64.649155,71.153099,pass
2.7401044,0.302021,0.887270,0.442110,1.036304,64.746651,71.201767,pass
2.7501090,0.313614,0.895080,0.446869,1.048434,64.771767,70.690819,pass
2.7600520,0.327403,0.900571,0.450164,1.058711,64.836685,70.021255,pass
2.7699749,0.331186,0.902280,0.457241,1.064360,64.558281,69.844116,pass
2.7801785,0.333992,0.906062,0.456509,1.068130,64.697891,69.765129,pass
2.7901049,0.334358,0.910822,0.462855,1.075000,64.496750,69.842049,pass
2.8002460,0.325694,0.906551,0.467126,1.070569,64.129784,70.238274,pass
2.8100104,0.313614,0.885684,0.474325,1.052508,63.213848,70.501350,pass
2.8198853,0.304828,0.864939,0.479817,1.035018,62.381470,70.586182,pass
2.8301661,0.310563,0.860180,0.484454,1.034917,62.088413,70.148178,pass
2.8402231,0.328623,0.871528,0.535096,1.074189,60.123043,69.340286,pass
2.8500142,0.347782,0.864329,0.453336,1.036113,64.053246,68.081535,pass
2.8603306,0.367428,0.867135,0.505565,1.068889,61.771988,67.036339,pass
2.8701289,0.392200,0.867135,0.543760,1.096093,60.258411,65.663055,pass
2.8799753,0.423805,0.863230,0.531069,1.098550,61.090538,63.851139,pass
2.8899932,0.469566,0.866891,0.605628,1.157056,58.437950,61.557072,pass
2.9008157,0.528140,0.858105,0.657856,1.203350,56.859947,58.388863,pass
2.9106994,0.577928,0.822717,0.726803,1.240607,54.137341,54.913410,pass
2.9204192,0.615390,0.790013,0.744497,1.247839,53.371159,52.082764,pass
2.9306645,0.638210,0.775126,0.708376,1.228791,54.796516,50.533234,pass
2.9407418,0.644555,0.771221,0.636867,1.189888,57.640278,50.112488,pass
2.9503033,0.644311,0.756822,0.577317,1.149439,59.850368,49.590977,pass
2.9601312,0.641748,0.750232,0.622224,1.166984,57.778770,49.456318,pass
2.9701016,0.665544,0.737907,0.654073,1.189650,56.646496,47.951599,pass
2.9800775,0.729487,0.709596,0.725216,1.249647,54.525761,44.208122,pass
2.9902627,0.860912,0.685069,0.746449,1.329539,55.844948,38.510941,pass
3.0003555,1.008201,0.701665,0.806731,1.469563,56.704319,34.836269,pass
3.0106647,0.825036,0.765364,0.696661,1.323557,58.240456,42.851261,pass
3.0209808,0.825036,0.822107,0.696661,1.357159,59.114548,44.898125,pass
3.0305269,0.692512,0.844926,0.528750,1.213693,64.173088,50.661510,pass
3.0406508,0.703983,0.805999,0.366818,1.131275,71.079735,48.865089,pass
3.0513310,0.602211,0.841265,0.497389,1.147946,64.323746,54.403400,pass
3.0610285,0.445649,0.864085,0.551569,1.117799,60.432899,62.717743,pass
3.0704877,0.387807,0.738395,0.317396,0.892391,69.165512,62.291435,pass
3.0802059,0.552424,0.603432,0.005369,0.818126,89.623970,47.526825,pass
3.0903161,0.774394,0.516669,-0.091277,0.935395,95.599930,33.710896,pass
3.1001997,0.887758,0.425148,0.221238,1.008866,77.332458,25.589777,pass
3.1102421,0.958291,0.251501,0.505443,1.112226,62.970936,14.705488,pass
3.1202762,1.143042,-0.063943,0.598794,1.291971,62.388519,356.798157,pass
3.1302450,1.151950,-0.407454,0.645898,1.382097,62.138775,340.520935,pass
3.1400962,1.426149,-0.498609,0.732416,1.678971,64.136475,340.729401,pass
3.1502621,1.677161,0.258213,1.390150,2.193641,50.675030,8.752428,pass
3.1602683,0.820520,1.263606,2.053254,2.546724,36.270481,57.002392,pass
3.1701772,-0.163518,1.550862,1.852761,2.421700,40.087128,96.018860,pass
3.1800957,-1.087641,0.899107,0.705814,1.577824,63.427273,140.420898,pass
3.1901822,-1.442256,0.205374,0.170596,1.466760,83.320923,171.895691,pass
3.2010717,-1.033338,0.087739,0.178650,1.052332,80.225800,175.146774,pass
3.2108128,-0.523137,0.162176,0.104090,0.557501,79.239227,162.776199,pass
3.2203875,-0.066140,0.260531,-0.028921,0.270347,96.141060,104.244431,pass
3.2302711,0.307390,0.401962,-0.046859,0.508191,95.290611,52.593998,pass
3.2405720,0.613560,0.526432,0.030873,0.809036,87.813034,40.629436,pass
3.2504065,0.783180,0.558037,0.161322,0.975090,80.477028,35.470909,pass
3.2606459,0.867135,0.511910,0.243935,1.036089,76.382523,30.555317,pass
3.2705336,1.068483,0.457607,0.276883,1.194874,76.601311,23.184372,pass
3.2807057,1.178064,0.355835,0.359862,1.282168,73.699982,16.806992,pass
3.2906611,1.134744,0.238932,0.524723,1.272819,65.653564,11.890522,pass
3.3006809,0.951335,0.137038,0.719115,1.200393,53.196972,8.196970,pass
3.3105075,0.867257,0.104701,0.902890,1.256307,44.053936,6.883779,pass
3.3206398,0.842120,0.093718,0.962806,1.282554,41.349430,6.350215,pass
3.3308001,0.791356,0.061380,0.890321,1.192763,41.717422,4.435187,pass
3.3405411,0.763045,0.054791,0.742178,1.065865,45.867874,4.107105,pass
3.3514116,0.778665,0.092986,0.561454,0.964466,54.398853,6.809843,pass
3.3607056,0.826500,0.158637,0.442232,0.950703,62.279247,10.865130,pass
3.3704288,0.862132,0.214770,0.414775,0.980529,64.975121,13.988529,pass
3.3801477,0.823083,0.238810,0.423073,0.955765,63.726658,16.179604,pass
3.3901539,0.775370,0.255894,0.444306,0.929563,61.446903,18.264353,pass
3.4000785,0.740104,0.282130,0.457729,0.914804,59.976334,20.867027,pass
3.4101634,0.721677,0.318861,0.459438,0.913002,59.786972,23.837421,pass
3.4203281,0.716186,0.364255,0.458218,0.924969,60.304737,26.958097,pass
3.4304771,0.708986,0.416118,0.456875,0.940505,60.936657,30.409485,pass
3.4402752,0.705570,0.463099,0.442964,0.953156,62.306988,33.278786,pass
3.4512355,0.700566,0.496168,0.445160,0.967028,62.591049,35.307613,pass
3.4606788,0.718749,0.522771,0.464441,1.002793,62.409615,36.029686,pass
3.4710069,0.747547,0.538878,0.471397,1.035100,62.908573,35.786400,pass
3.4807465,0.751574,0.533143,0.454313,1.027378,63.755287,35.350681,pass
3.4907289,0.736687,0.506175,0.441500,0.996916,63.713161,34.492813,pass
3.5003393,0.743032,0.491165,0.421365,0.985337,64.682411,33.465824,pass
3.5101566,0.763533,0.504222,0.418192,1.006036,65.437653,33.439991,pass
3.5205894,0.799043,0.588910,0.533021,1.126675,61.764809,36.390919,pass
3.5305743,0.799043,0.588910,0.601845,1.160820,58.770622,36.390919,pass
3.5403476,0.823205,0.649802,0.601845,1.209185,60.150196,38.286034,pass
3.5504248,0.885440,0.735100,0.651267,1.322318,60.493710,39.699780,pass
3.5603929,0.893738,0.735100,0.635525,1.320239,61.225010,39.437344,pass
3.5707545,0.901670,0.745473,0.603554,1.316440,62.711319,39.582905,pass
3.5806847,0.891541,0.724240,0.560355,1.278033,63.994869,39.088547,pass
3.5903213,0.863352,0.713623,0.571460,1.257459,62.970039,39.576199,pass
3.6004841,0.787451,0.710817,0.633329,1.235493,59.162037,42.071968,pass
3.6103027,0.696051,0.723142,0.662982,1.202899,56.553837,46.093559,pass
3.6202278,0.648582,0.767316,0.652365,1.197920,57.003941,49.793472,pass
3.6305995,0.626007,0.828086,0.621980,1.210153,59.071503,52.911880,pass
3.6404188,0.596232,0.868600,0.591107,1.208042,60.704773,55.533173,pass
3.6502137,0.558403,0.865549,0.533753,1.160121,62.607475,57.172195,pass
3.6600354,0.538878,0.841509,0.500683,1.117682,63.386730,57.365665,pass
3.6699684,0.512886,0.804657,0.481647,1.068882,63.217289,57.486656,pass
3.6799982,0.414897,0.778543,0.463709,0.996641,62.272213,61.946163,pass
3.6899922,0.280300,0.786352,0.448821,0.947818,61.736244,70.381104,pass
3.7003140,0.156563,0.836994,0.423927,0.951202,63.533443,79.405060,pass
3.7103877,0.096769,0.921194,0.393664,1.006446,66.974365,84.003242,pass
3.7201562,0.041612,0.987944,0.374140,1.057235,69.274857,87.588150,pass
3.7301991,0.035022,1.027115,0.348636,1.085237,71.261269,88.047104,pass
3.7401462,0.061258,1.040660,0.328623,1.093032,72.503189,86.631180,pass
3.7506735,0.103846,1.007712,0.313492,1.060446,72.805138,84.116348,pass
3.7606928,0.102016,0.933031,0.362547,1.006178,68.880089,83.760170,pass
3.7706254,0.074315,0.845658,0.385977,0.932544,65.550179,84.977821,pass
3.7804003,0.051496,0.817104,0.385244,0.904833,64.801048,86.393837,pass
3.7902327,0.037097,0.864207,0.385000,0.946813,66.006836,87.542046,pass
3.8001509,0.028311,0.944013,0.371455,1.014861,68.529884,88.282234,pass
3.8109350,0.018060,1.000757,0.357544,1.062863,70.342491,88.966118,pass
3.8204556,-0.006590,1.014546,0.362303,1.077316,70.348305,90.372131,pass
3.8301849,-0.039415,1.003808,0.342534,1.061373,71.172043,92.248604,pass
3.8402684,-0.060648,0.981110,0.307268,1.029888,72.641418,93.537292,pass
3.8501627,-0.051740,0.958047,0.292869,1.003146,73.025253,93.091309,pass
3.8601367,-0.037951,0.944257,0.292869,0.989361,72.781403,92.301552,pass
3.8702240,-0.026236,0.937058,0.284937,0.979773,73.092987,91.603775,pass
3.8801320,-0.019769,0.931689,0.281642,0.973528,73.183922,91.215523,pass
3.8904631,-0.027578,0.924855,0.281764,0.967217,73.063339,91.708008,pass
3.9003654,-0.041002,0.923269,0.280422,0.965786,73.120728,92.542786,pass
3.9105313,-0.055401,0.929858,0.274930,0.971232,73.556252,93.409653,pass
3.9202693,-0.068458,0.942061,0.267243,0.981623,74.202057,94.156288,pass
3.9304376,-0.076878,0.950237,0.263826,0.989174,74.531212,94.625389,pass
3.9402907,-0.084932,0.958901,0.257236,0.996431,75.039230,95.061600,pass
3.9507580,-0.089203,0.967321,0.245156,1.001882,75.836197,95.268715,pass
3.9604905,-0.085298,0.975497,0.239054,1.007977,76.280876,94.997269,pass
3.9712646,-0.082491,0.982208,0.230756,1.012317,76.823685,94.800751,pass
3.9812338,-0.080539,0.987700,0.223190,1.015801,77.307495,94.661690,pass
3.9907479,-0.081149,0.986968,0.231610,1.017022,76.836311,94.700317,pass
4.0008626,-0.083590,0.982330,0.241617,1.015056,76.229530,94.863762,pass
4.0105867,-0.082003,0.980988,0.251745,1.016089,75.655075,94.778389,pass
4.0203328,-0.079075,0.979280,0.259067,1.016050,75.227928,94.616486,pass
4.0302124,-0.074559,0.973178,0.261629,1.010487,74.994370,94.381126,pass
4.0400887,-0.063821,0.970006,0.263216,1.007108,74.849342,93.764320,pass
4.0501127,-0.044174,0.967321,0.283472,1.008969,73.682922,92.614693,pass
4.0602527,-0.008786,0.966345,0.291770,1.009470,73.199905,90.520920,pass
4.0702147,0.013423,0.966955,0.299092,1.012244,72.814018,89.204681,pass
4.0802960,0.025138,0.966833,0.306414,1.014538,72.420845,88.510628,pass
4.0906186,0.030873,0.963416,0.306536,1.011478,72.358665,88.164551,pass
4.1010489,0.038073,0.956704,0.307878,1.005744,72.174461,87.721062,pass
4.1104960,0.041856,0.949505,0.315566,1.001446,71.632515,87.475937,pass
4.1202798,0.043564,0.947186,0.321789,1.001303,71.254158,87.366631,pass
4.1306205,0.051862,0.947186,0.320081,1.001151,71.354424,86.865959,pass
4.1403351,0.061502,0.944013,0.324718,1.000193,71.055290,86.272453,pass
4.1511440,0.063577,0.940841,0.334236,1.000468,70.483406,86.134140,pass
4.1606522,0.056865,0.935349,0.333992,0.994818,70.382942,86.520935,pass
4.1703258,0.053937,0.928882,0.331186,0.987631,70.407181,86.676781,pass
4.1801763,0.055035,0.926197,0.326183,0.983496,70.630684,86.599464,pass
4.1901340,0.062601,0.923513,0.324352,0.980815,70.688950,86.122116,pass
4.2001138,0.069800,0.921438,0.327891,0.980527,70.463776,85.668030,pass
4.2101541,0.078586,0.924977,0.335701,0.987144,70.118698,85.143791,pass
4.2200594,0.092010,0.930712,0.336555,0.993962,70.208435,84.354126,pass
4.2301393,0.106409,0.937180,0.339972,1.002601,70.178581,83.522285,pass
4.2401438,0.116781,0.938278,0.347416,1.007324,69.824944,82.905251,pass
4.2502065,0.117758,0.936082,0.356568,1.008591,69.296600,82.829941,pass
4.2607636,0.119222,0.937180,0.364744,1.012698,68.889366,82.750145,pass
4.2705250,0.121052,0.935349,0.372309,1.013976,68.458328,82.625801,pass
4.2806702,0.125445,0.932665,0.378533,1.014341,68.088058,82.339569,pass
4.2906051,0.132401,0.933519,0.380241,1.016647,68.036552,81.927574,pass
4.3003159,0.140577,0.935960,0.381828,1.020576,68.029472,81.458275,pass
4.3102746,0.150339,0.936326,0.387319,1.024365,67.783569,80.878273,pass
4.3203535,0.155586,0.936082,0.391590,1.026547,67.575653,80.563118,pass
4.3303285,0.159003,0.932055,0.391834,1.023495,67.490341,80.318855,pass
4.3404312,0.160834,0.926319,0.385244,1.016045,67.718300,80.150124,pass
4.3505931,0.159735,0.922902,0.381950,1.011509,67.814667,80.180557,pass
4.3606548,0.156929,0.925221,0.377801,1.011629,68.070992,80.373550,pass
4.3706141,0.152658,0.930468,0.373896,1.014334,68.369957,80.682739,pass
4.3803749,0.150095,0.937424,0.371089,1.019313,68.650383,80.903320,pass
4.3902164,0.155342,0.940597,0.371211,1.023060,68.725037,80.622078,pass
4.4002604,0.158393,0.937180,0.373530,1.021234,68.545448,80.407066,pass
4.4102573,0.159857,0.931200,0.377679,1.017512,68.211678,80.259087,pass
4.4203858,0.161078,0.925953,0.378289,1.013133,68.075455,80.131645,pass
4.4302545,0.162542,0.922536,0.377190,1.009835,68.067314,80.007584,pass
4.4402466,0.167789,0.917045,0.378411,1.006141,67.907616,79.631432,pass
4.4502416,0.173037,0.911432,0.379387,1.002289,67.757935,79.250252,pass
4.4603314,0.175721,0.908503,0.378655,0.999818,67.745338,79.053116,pass
4.4702234,0.181579,0.916679,0.381950,1.009533,67.768929,78.795715,pass
4.4801531,0.186582,0.927662,0.389759,1.023368,67.613060,78.627754,pass
4.4901333,0.185361,0.936326,0.393054,1.032258,67.618530,78.802124,pass
4.5008430,0.181457,0.940963,0.392200,1.035451,67.742348,79.084984,pass
4.5109324,0.174257,0.938644,0.385000,1.029390,68.036972,79.482918,pass
4.5205622,0.164128,0.930834,0.381339,1.019220,68.028328,80.000160,pass
4.5304399,0.155709,0.921926,0.379143,1.008931,67.927063,80.413513,pass
4.5404282,0.157173,0.918143,0.376336,1.004649,68.000725,80.285950,pass
4.5503068,0.162664,0.916313,0.376336,1.003852,67.982338,79.933701,pass
4.5602117,0.170474,0.914971,0.370235,1.001652,68.307556,79.445869,pass
4.5703611,0.167911,0.918509,0.367550,1.003468,68.513611,79.640236,pass
4.5804186,0.165105,0.923879,0.368404,1.008233,68.568031,79.867729,pass
4.5903406,0.164128,0.925587,0.370479,1.010398,68.489838,79.944626,pass
4.6004658,0.166935,0.916801,0.377801,1.005547,67.931396,79.680389,pass
4.6105657,0.192439,0.906062,0.391956,1.005789,67.064163,78.009102,pass
4.6210098,0.211842,0.933153,0.376336,1.028241,68.530861,77.209663,pass
4.6311703,0.203788,1.009543,0.305804,1.074347,73.462585,78.587555,pass
4.6408238,0.129472,0.953288,0.292625,1.005559,73.081757,82.265602,pass
0.0000000,0.124591,0.896910,0.209157,0.929364,76.993950,82.091560,pass
0.0099580,0.118246,0.751330,0.398790,0.858785,62.330891,81.056046,pass
0.0207750,0.147411,0.673232,0.525211,0.866498,52.689709,77.649452,pass
0.0299950,0.304461,0.821863,0.424538,0.973852,64.155098,69.672707,pass
0.0399010,0.348270,0.880437,0.409894,1.031733,66.591316,68.417992,pass
0.0499170,0.377557,0.919364,0.419046,1.078600,67.138222,67.673439,pass
0.0599450,0.393176,0.941085,0.450408,1.114942,66.173141,67.325294,pass
0.0699660,0.394275,0.935960,0.511056,1.136948,63.288517,67.156662,pass
0.0800360,0.396959,0.915581,0.554742,1.141755,60.930637,66.560379,pass
0.0899280,0.402694,0.953410,0.507639,1.152758,63.872555,67.102119,pass
0.0999550,0.358886,0.945966,0.475057,1.117734,64.848190,69.223953,pass
0.1111980,0.321545,0.908991,0.446869,1.062708,65.133835,70.519341,pass
0.1200250,0.316054,0.915093,0.439547,1.063243,65.581268,70.946144,pass
0.1303710,0.290550,0.959755,0.413189,1.084562,67.606026,73.157173,pass
0.1401450,0.250159,0.964148,0.383902,1.067493,68.922562,75.454727,pass
0.1503510,0.211110,0.938522,0.357544,1.026269,69.611015,77.322983,pass
0.1602690,0.190365,0.902402,0.334725,0.981126,70.052216,78.087914,pass
0.1702060,0.197076,0.887514,0.331308,0.967618,69.977142,77.480370,pass
0.1801980,0.220506,0.891053,0.343145,0.979973,69.503067,76.100464,pass
0.1906400,0.240762,0.892883,0.360717,0.992635,68.691277,74.909332,pass
0.2012890,0.250647,0.882389,0.374506,0.990802,67.791229,74.142548,pass
0.2106060,0.260287,0.864207,0.390248,0.983308,66.617226,73.238426,pass
0.2199790,0.271758,0.853712,0.405257,0.983316,65.661095,72.342438,pass
0.2304690,0.281398,0.852858,0.417338,0.990314,65.075760,71.739845,pass
0.2399630,0.284205,0.861034,0.416484,0.997803,65.329407,71.733307,pass
